,TxGrowth,AddressCount,BlockTime,AvgGasPrice,NetworkHash,TransactionFee,BlockReward,count,likes_avg,retweets_avg,sentiment_avg,PriceChange
2019-01-01,0.3313450411216104,0.5924123116550954,0.1050516647531573,0.007519246847457179,0.5907343673075727,0.05074801654768608,0.3204621436531446,79.0,69.82278481012658,28.354430379746837,0.23973037974683545,1
2019-01-02,0.4364874855494116,0.5930753235748467,0.09644087256027555,0.006647911595285249,0.6111164826995282,0.0582250900446333,0.33584589814171006,137.0,65.62773722627738,78.12408759124088,0.26503357664233584,1
2019-01-03,0.4414268245930292,0.5938345906043028,0.1486796785304248,0.0057653086570516295,0.6124357050454048,0.055068105349358645,0.2906447342102506,157.0,122.44585987261145,50.05732484076433,0.3268350318471337,0
2019-01-04,0.4064102402486799,0.5945720152120624,0.15327210103329508,0.007376061560899654,0.609514190803494,0.060579794692249805,0.286783615426378,137.0,68.95620437956204,1200.5109489051097,0.1913554744525548,1
2019-01-05,0.3780770762316276,0.595331456893566,0.1423650975889781,0.018020068120909595,0.6266475163121394,0.08348534461933005,0.29413081370429284,102.0,161.66666666666666,76.13725490196079,0.2988833333333333,1
2019-01-06,0.36041602864089944,0.5961706490662813,0.14810562571756603,0.006567711699403537,0.6324554162855539,0.05023235518895611,0.2857477926258941,89.0,53.66292134831461,223.11235955056182,0.23141235955056175,1
2019-01-07,0.4075714780421501,0.5969576421082855,0.1446613088404133,0.009017192292997415,0.6429761374191629,0.05649270341956931,0.2947737382011449,160.0,65.825,86.3125,0.3218049999999999,0
2019-01-08,0.4093533774148889,0.5978215475457288,0.15154994259471866,0.006820299446721041,0.6250031040759436,0.052497766333901415,0.28472625703645144,173.0,80.35260115606937,186.2601156069364,0.2174809248554913,0
2019-01-09,0.41341696816087664,0.5986285819101893,0.14408725602755454,0.006656066337272541,0.6426824924011313,0.05016041508436566,0.2940450904380459,159.0,64.13836477987421,369.13207547169816,0.241806289308176,1
2019-01-10,0.43120778370425955,0.5993988629343939,0.15097588978185988,0.008628711931063873,0.6293812605595522,0.06141410855622174,0.287351532065264,162.0,87.6358024691358,432.82098765432096,0.28855617283950624,0
2019-01-11,0.40080426469399605,0.6003279463328315,0.15097588978185988,0.006769484669518892,0.6311192878623265,0.055613974151372154,0.2854763356161122,117.0,106.37606837606836,78.32478632478633,0.2568735042735043,0
2019-01-12,0.3347108510478948,0.6011496187220271,0.1549942594718714,0.005215206284582717,0.6118576521484431,0.04124955433008042,0.28178666336473346,88.0,61.98863636363637,49.76136363636363,0.19030113636363635,0
2019-01-13,0.35594830341378697,0.6020101730233081,0.13145809414466128,0.0053403777836524904,0.6168498321149377,0.0444946547394984,0.291476964253398,59.0,58.0,2850.5254237288136,0.21892372881355932,0
2019-01-14,0.42705520921930856,0.6025714610411155,0.1308840413318025,0.012720596213103653,0.6248740082537998,0.08577143200844321,0.29352717903780395,104.0,84.55769230769229,239.6826923076923,0.1801346153846154,1
2019-01-15,0.3993642111851077,0.6031860834279429,0.13432835820895522,0.01188841602945169,0.6376000484297203,0.07123474581457763,0.290155397232091,140.0,115.79285714285713,112.39285714285714,0.29962214285714284,0
2019-01-16,0.3754802341162172,0.603951113974968,0.15154994259471866,0.014276120699438654,0.6065728889700988,0.07283726684167578,0.27809341931059445,202.0,81.10891089108911,75.17326732673267,0.19196881188118808,1
2019-01-17,0.38244691934588054,0.6046032865520183,0.1446613088404133,0.006777527288123969,0.6003909732624076,0.055354177578206584,0.28201525874139194,146.0,84.26712328767123,920.1232876712328,0.2538006849315069,1
2019-01-18,0.3986249046205548,0.6052930420665502,0.13719862227324908,0.00758367266892161,0.6005713292062278,0.06217289918681126,0.285190591395289,186.0,62.8763440860215,24.79032258064516,0.2681715053763441,0
2019-01-19,0.3987924906622689,0.605892087673887,0.12514351320321468,0.0054778017375013656,0.6233862707425591,0.0555984128934786,0.293552181657126,96.0,70.88541666666667,224.59375,0.12604791666666668,1
2019-01-20,0.3977395164178706,0.6065873556436697,0.13777267508610785,0.005435312122233086,0.6235450660374534,0.05150191915567106,0.2842047738334492,71.0,91.61971830985917,436.8169014084507,0.1713211267605634,0
